edad,ciudad,estrato_socioeconomico,nivel_educacion,estado_civil,personas_a_cargo,tipo_empleo,antiguedad_empleo,salario_mensual,egresos_mensuales,numero_demandas,puntaje_datacredito,numero_propiedades,patrimonio_total,saldo_promedio_banco,valor_inmueble,anos_inmueble,porcentaje_cuota_inicial,valor_cuota_inicial,monto_credito,ltv,plazo_credito,tasa_interes_anual,cuota_mensual,dti,capacidad_ahorro,capacidad_residual,ratio_cuota_ingreso,ratio_patrimonio_deuda,meses_colchon,ratio_cuota_ahorro,ratio_egreso_salario,score_edad,flag_sobreendeudamiento,score_estabilidad_laboral,riesgo_legal,educacion_x_salario,edad_x_antiguedad,ltv_x_puntaje,grupo_edad,rango_salarial,categoria_puntaje,nivel_ltv,nivel_dti,puntaje_riesgo,nivel_riesgo,rechazo_automatico
40,Bogotá,4,Profesional,Casado,2,Formal,17.0,5374000,3705000,0,850,0,140500000,25900000,169000000,17,16,27040000.0,141960000.0,84.0,18,8.87,1317900,24.52,1669000,351100,24.52,0.9897154127923359,19.65247742620836,0.7896345116836428,68.94305917379978,40,0,125.0,0.0,16.122,680.0,42.0,Adulto Joven,Medio,Muy Bueno,Alto,Bueno,88.0,Bajo,False
39,Bucaramanga,3,Posgrado,Unión Libre,0,Formal,14.0,5750000,3601000,0,850,0,143900000,53790000,107000000,10,15,16050000.0,90950000.0,85.0,15,9.29,938200,16.32,2149000,1210800,16.32,1.5821880153930732,57.333191217224474,0.4365751512331317,62.626086956521746,40,0,125.0,0.0,23.0,546.0,42.5,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,93.0,Bajo,False
33,Medellín,2,Profesional,Divorciado,1,Formal,5.0,3533000,2650000,0,807,0,54500000,5770000,85000000,24,10,8500000.0,76500000.0,90.0,18,9.9,760000,21.51,883000,123000,21.51,0.7124183006535948,7.592105263157895,0.8607021517553793,75.00707613925842,40,0,75.0,0.0,10.599,165.0,83.7,Adulto Joven,Medio-Bajo,Muy Bueno,Alto,Bueno,72.5,Bajo,False
22,Bogotá,3,Bachiller,Unión Libre,0,Formal,1.5,2288000,1383000,0,764,0,4100000,5620000,65000000,27,10,6500000.0,58500000.0,90.0,24,10.42,553900,24.21,905000,351100,24.21,0.07008547008547009,10.146235782632244,0.6120441988950276,60.4458041958042,-30,0,40.0,0.0,2.288,33.0,122.4,Joven,Bajo,Bueno,Alto,Bueno,67.25,Bajo,False
42,Bogotá,2,Bachiller,Unión Libre,3,Informal,5.0,2644000,1745600,0,784,0,75500000,8920000,80000000,55,15,12000000.0,68000000.0,85.0,12,10.9,848400,32.09,898400,50000,32.09,1.1102941176470589,10.513908533710515,1.2835098335854767,66.02118003025718,40,0,50.0,0.0,2.644,210.0,98.6,Adulto,Bajo,Bueno,Alto,Límite,47.0,Medio,False
50,Santa Marta,2,Bachiller,Casado,3,Informal,13.5,1647000,1020600,0,786,0,54000000,1910000,55000000,31,10,5500000.0,41589090.51158723,75.61652820288587,10,11.15,576400,35.0,626400,50000,35.0,1.2984174295649706,3.313671061762665,1.3990291262135923,61.967213114754095,40,0,100.0,0.0,1.647,675.0,86.2028421512899,Adulto,Muy Bajo,Bueno,Medio,Límite,55.0,Medio,False
40,Bogotá,3,Profesional,Soltero,1,Formal,21.5,6395000,4144000,0,850,0,150900000,22740000,176000000,10,15,26400000.0,149600000.0,85.0,15,9.23,1537900,24.05,2251000,713100,24.05,1.0086898395721926,14.786397034917744,0.6832074633496223,64.80062548866302,40,0,125.0,0.0,19.185,860.0,42.5,Adulto Joven,Medio,Muy Bueno,Alto,Bueno,93.0,Bajo,False
29,Cúcuta,3,Profesional,Casado,0,Formal,4.5,5206000,3069000,0,850,0,54300000,37290000,83000000,11,16,13280000.0,69720000.0,84.0,27,8.77,562700,10.81,2137000,1574300,10.81,0.7788296041308089,66.26977074817843,0.2633130556855405,58.95121014214369,10,0,70.0,0.0,15.618000000000002,130.5,42.0,Joven,Medio,Muy Bueno,Alto,Excelente,84.75,Bajo,False
38,Cali,3,Profesional,Divorciado,0,Formal,14.0,4082000,2364000,1,777,0,112400000,15400000,143000000,28,13,18590000.0,124410000.0,87.0,24,10.04,1144800,28.05,1718000,573200,28.05,0.9034643517402138,13.452131376659679,0.6663562281722933,57.91278784909358,40,0,125.0,86.46647167633873,12.245999999999999,532.0,107.01,Adulto Joven,Medio-Bajo,Bueno,Alto,Aceptable,80.0,Bajo,False
24,Bogotá,3,Técnico,Soltero,0,Formal,4.0,3310000,2095000,0,788,0,12600000,31140000,87000000,5,18,15660000.0,71340000.0,82.0,22,9.61,650500,19.65,1215000,564500,19.65,0.17661900756938603,47.87086856264412,0.5353909465020577,63.29305135951662,-30,0,65.0,0.0,6.62,96.0,91.84,Joven,Bajo,Bueno,Alto,Excelente,79.0,Bajo,False
48,Medellín,4,Bachiller,Casado,0,Informal,5.5,3774000,2323000,0,850,0,191900000,15850000,116000000,1,19,22040000.0,93960000.0,81.0,15,9.62,988000,26.18,1451000,463000,26.18,2.042358450404427,16.04251012145749,0.6809097174362508,61.552729199788025,40,0,55.0,0.0,3.774,264.0,40.5,Adulto,Medio-Bajo,Muy Bueno,Alto,Aceptable,72.4,Bajo,False
38,Bucaramanga,1,Técnico,Soltero,0,Formal,13.5,2220000,1566000,0,815,1,117700000,9080000,36000000,18,22,7920000.0,28080000.0,78.0,16,8.66,270700,12.19,654000,383300,12.19,4.1915954415954415,33.54266715921685,0.413914373088685,70.54054054054055,40,0,125.0,0.0,4.44,513.0,66.3,Adulto Joven,Bajo,Muy Bueno,Medio,Excelente,92.0,Bajo,False
22,Barranquilla,1,Técnico,Soltero,1,Informal,1.0,2225000,1669000,0,713,0,3000000,3610000,54000000,33,10,5400000.0,48600000.0,90.0,21,11.75,520500,23.39,556000,35500,23.39,0.06172839506172839,6.935638808837656,0.9361510791366906,75.01123595505618,-30,0,10.0,0.0,4.45,22.0,168.3,Joven,Bajo,Bueno,Alto,Bueno,50.8,Medio,False
34,Medellín,3,Profesional,Soltero,0,Formal,3.0,4780000,2953000,0,850,0,97000000,55520000,140000000,1,22,30800000.0,109200000.0,78.0,20,8.51,948400,19.84,1827000,878600,19.84,0.8882783882783882,58.54070012652889,0.5191023535851123,61.77824267782427,40,0,55.0,0.0,14.34,102.0,39.0,Adulto Joven,Medio-Bajo,Muy Bueno,Medio,Excelente,86.5,Bajo,False
42,Cúcuta,2,Técnico,Unión Libre,2,Formal,19.5,3484000,2613000,0,793,0,94400000,7660000,58000000,13,18,10440000.0,47560000.0,82.0,15,9.56,498400,14.31,871000,372600,14.31,1.984861227922624,15.369181380417336,0.5722158438576349,75.0,40,0,125.0,0.0,6.968,819.0,87.74,Adulto,Bajo,Bueno,Alto,Excelente,83.0,Bajo,False
34,Bogotá,3,Posgrado,Soltero,0,Formal,5.5,5438000,3317000,2,650,0,104100000,25840000,140000000,13,17,23800000.0,116200000.0,83.0,17,11.11,1269500,23.34,2121000,851500,23.34,0.8958691910499139,20.354470263883417,0.5985384252710986,60.99668995954395,40,0,80.0,98.16843611112658,21.752,187.0,207.5,Adulto Joven,Medio,Regular,Alto,Bueno,66.25,Bajo,False
35,Santa Marta,4,Técnico,Divorciado,2,Formal,17.0,3550000,2574000,0,795,2,312000000,6700000,101000000,19,17,17170000.0,83830000.0,83.0,23,9.26,735000,20.7,976000,241000,20.7,3.721817964929023,9.115646258503402,0.7530737704918032,72.50704225352112,40,0,125.0,0.0,7.1,595.0,87.15,Adulto Joven,Medio-Bajo,Bueno,Alto,Bueno,83.0,Bajo,False
25,Pereira,2,Profesional,Unión Libre,1,Formal,1.5,3183000,2387000,0,822,0,9300000,4810000,74000000,32,10,7400000.0,66600000.0,90.0,28,9.75,579300,18.2,796000,216700,18.2,0.13963963963963963,8.303124460555843,0.7277638190954774,74.99214577442665,10,0,40.0,0.0,9.549,37.5,70.2,Joven,Bajo,Muy Bueno,Alto,Excelente,72.25,Bajo,False
43,Barranquilla,1,Bachiller,Soltero,0,Informal,9.0,1192000,724800,0,744,0,23000000,4650000,41000000,29,11,4510000.0,32661720.66080241,79.66273331903027,12,11.4,417200,35.0,467200,50000,35.0,0.7041882526293993,11.145733461169703,1.1852272727272728,60.805369127516784,40,0,90.0,0.0,1.192,387.0,124.27386397768721,Adulto,Muy Bajo,Bueno,Medio,Límite,49.2,Medio,False
31,Bucaramanga,5,Bachiller,Casado,2,Formal,8.0,6056000,3485000,0,838,0,165800000,71870000,173000000,14,18,31140000.0,141860000.0,82.0,15,8.96,1435500,23.7,2571000,1135500,23.7,1.16875793035387,50.06617903169627,0.558343057176196,57.54623513870541,40,0,105.0,0.0,6.056,248.0,50.84,Adulto Joven,Medio,Muy Bueno,Alto,Bueno,90.0,Bajo,False
22,Cali,3,Técnico,Unión Libre,0,Informal,1.0,3898000,2387000,1,700,1,136700000,27180000,91000000,34,25,22750000.0,68250000.0,75.0,29,11.08,657000,16.85,1511000,854000,16.85,2.002930402930403,41.36986301369863,0.43481138318994045,61.236531554643406,-30,0,10.0,86.46647167633873,7.796,22.0,150.0,Joven,Medio-Bajo,Regular,Medio,Excelente,69.8,Bajo,False
34,Barranquilla,5,Profesional,Soltero,0,Formal,6.0,5407000,2644000,0,850,0,114300000,65870000,153000000,4,19,29070000.0,123930000.0,81.0,24,9.11,1061000,19.62,2763000,1702000,19.62,0.9222948438634713,62.082940622054664,0.3840028954035469,48.89957462548548,40,0,85.0,0.0,16.221,204.0,40.5,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,87.0,Bajo,False
47,Cali,2,Técnico,Casado,0,Formal,24.0,3947000,2695000,0,837,0,112000000,9580000,94000000,9,16,15040000.0,78960000.0,84.0,19,8.79,713500,18.08,1252000,538500,18.08,1.4184397163120568,13.426769446391031,0.569888178913738,68.27970610590322,40,0,125.0,0.0,7.894,1128.0,52.92,Adulto,Medio-Bajo,Muy Bueno,Alto,Excelente,93.0,Bajo,False
34,Medellín,2,Bachiller,Soltero,0,Formal,7.5,1698000,1199000,0,816,0,16500000,1590000,53000000,16,10,5300000.0,47700000.0,90.0,19,9.62,456300,26.87,499000,42700,26.87,0.34591194968553457,3.484549638395792,0.9144288577154308,70.61248527679624,40,0,100.0,0.0,1.698,255.0,75.6,Adulto Joven,Muy Bajo,Muy Bueno,Alto,Aceptable,66.25,Bajo,False
55,Cali,5,Posgrado,Unión Libre,2,Formal,10.5,15336000,8733000,0,850,1,1900300000,97670000,273000000,1,16,43680000.0,229320000.0,84.0,11,8.92,2732700,17.82,6603000,3870300,17.82,8.286673643816501,35.7412083287591,0.4138573375738301,56.94444444444444,40,0,125.0,0.0,61.344,577.5,42.0,Adulto,Alto,Muy Bueno,Alto,Excelente,93.0,Bajo,False
42,Bogotá,1,Técnico,Casado,3,Formal,24.0,2083000,1562000,0,810,1,134500000,2340000,68000000,29,18,12240000.0,55760000.0,82.0,19,8.81,504600,24.22,521000,16400,24.22,2.4121233859397417,4.637336504161712,0.9685220729366603,74.98799807969276,40,0,125.0,0.0,4.166,1008.0,73.8,Adulto,Bajo,Muy Bueno,Alto,Bueno,78.0,Bajo,False
41,Medellín,3,Profesional,Casado,2,Informal,12.5,5250000,3504000,0,828,2,395400000,39470000,113000000,0,17,19210000.0,93790000.0,83.0,13,9.49,1048600,19.97,1746000,697400,19.97,4.215801258129865,37.64066374213237,0.6005727376861397,66.74285714285715,40,0,100.0,0.0,15.75,512.5,59.76,Adulto,Medio,Muy Bueno,Alto,Excelente,86.0,Bajo,False
36,Bogotá,2,Bachiller,Unión Libre,0,Formal,17.0,2525000,1680000,0,844,0,50800000,13130000,80000000,21,15,12000000.0,68000000.0,85.0,18,9.22,646200,25.59,845000,198800,25.59,0.7470588235294118,20.318786753327142,0.7647337278106509,66.53465346534654,40,0,125.0,0.0,2.525,612.0,47.6,Adulto Joven,Bajo,Muy Bueno,Alto,Aceptable,78.0,Bajo,False
37,Bogotá,5,Posgrado,Unión Libre,2,Formal,8.0,14512000,7743000,0,850,0,418700000,74510000,371000000,23,22,81620000.0,289380000.0,78.0,17,8.5,2686300,18.51,6769000,4082700,18.51,1.4468864468864469,27.737036071920485,0.39685330181710743,53.3558434399118,40,0,105.0,0.0,58.048,296.0,39.0,Adulto Joven,Alto,Muy Bueno,Medio,Excelente,94.0,Bajo,False
35,Bogotá,5,Profesional,Casado,2,Formal,17.0,9616000,5622000,0,850,1,657200000,72740000,331000000,55,17,56270000.00000001,274730000.0,83.0,20,8.78,2433100,25.3,3994000,1560900,25.3,2.3921668547300987,29.89601742632855,0.6091887831747621,58.46505823627288,40,0,125.0,0.0,28.848,595.0,41.5,Adulto Joven,Medio-Alto,Muy Bueno,Alto,Aceptable,88.0,Bajo,False
34,Cúcuta,5,Profesional,Soltero,1,Informal,2.0,6582000,3228000,0,822,0,247000000,47640000,137000000,0,16,21920000.0,115080000.0,84.0,16,9.78,1187900,18.05,3354000,2166100,18.05,2.1463329857490443,40.10438589106827,0.35417412045319024,49.04284412032817,40,0,20.0,0.0,19.746,68.0,65.52,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,79.6,Bajo,False
43,Medellín,1,Técnico,Casado,0,Informal,6.5,1897000,1323000,0,809,0,43200000,6220000,60000000,8,12,7200000.0,52800000.0,88.0,19,10.17,524000,27.62,574000,50000,27.62,0.8181818181818182,11.870229007633588,1.065040650406504,69.74169741697416,40,0,65.0,0.0,3.794,279.5,80.08,Adulto,Muy Bajo,Muy Bueno,Alto,Aceptable,58.2,Medio,False
28,Cartagena,1,Técnico,Casado,1,Formal,2.0,1968000,1476000,0,790,0,14100000,2850000,52000000,16,10,5200000.0,46800000.0,90.0,22,10.36,450600,22.9,492000,41400,22.9,0.30128205128205127,6.324900133155793,0.9158536585365854,75.0,10,0,45.0,0.0,3.936,56.0,99.0,Joven,Muy Bajo,Bueno,Alto,Bueno,58.0,Medio,False
27,Bogotá,3,Profesional,Soltero,0,Formal,3.5,5712000,3509000,0,839,0,39900000,59750000,195000000,16,20,39000000.0,156000000.0,80.0,23,8.86,1325900,23.21,2203000,877100,23.21,0.25576923076923075,45.06373029640245,0.6018610985020427,61.432072829131656,10,0,60.0,0.0,17.136,94.5,48.8,Joven,Medio,Muy Bueno,Medio,Bueno,83.25,Bajo,False
26,Medellín,4,Posgrado,Soltero,0,Formal,6.0,9308000,5183000,0,850,0,47500000,66900000,219000000,5,20,43800000.0,175200000.0,80.0,25,8.91,1459500,15.68,4125000,2665500,15.68,0.2711187214611872,45.83761562178828,0.3538181818181818,55.68328319724968,10,0,85.0,0.0,37.232,156.0,40.0,Joven,Medio-Alto,Muy Bueno,Medio,Excelente,87.0,Bajo,False
58,Bogotá,2,Bachiller,Soltero,0,Formal,40.0,3442000,2305000,0,795,0,162300000,10550000,96000000,47,21,20160000.0,75840000.0,79.0,14,9.11,800400,23.25,1137000,336600,23.25,2.1400316455696204,13.180909545227387,0.7039577836411609,66.96687972109238,-24,0,125.0,0.0,3.442,2320.0,82.95,Adulto Mayor,Bajo,Bueno,Medio,Bueno,87.0,Bajo,False
43,Bogotá,3,Técnico,Casado,3,Formal,11.5,4323000,3165700,0,808,1,239300000,30890000,141000000,20,23,32430000.0,108570000.0,77.0,14,8.5,1107300,25.61,1157300,50000,25.61,2.2041079487888,27.89668563171679,1.0243293246993526,73.2292389544298,40,0,125.0,0.0,8.646,494.5,70.84,Adulto,Medio-Bajo,Muy Bueno,Medio,Aceptable,72.0,Bajo,False
41,Cali,3,Técnico,Unión Libre,3,Independiente,11.0,3546000,2254900,0,790,0,98300000,3280000,116000000,21,10,11600000.0,90952435.7714446,78.40727221676259,10,10.77,1241100,35.0,1291100,50000,35.0,1.0807846889006818,2.6428168560148255,1.4007900677200904,63.58996051889453,40,0,110.0,0.0,7.092,451.0,86.24799943843885,Adulto,Medio-Bajo,Bueno,Medio,Límite,59.0,Medio,False
27,Cali,5,Profesional,Soltero,0,Formal,7.0,5500000,3009000,0,850,0,69300000,65980000,169000000,1,19,32110000.0,136890000.0,81.0,21,8.97,1208200,21.97,2491000,1282800,21.97,0.5062458908612755,54.61016388015229,0.4850260939381774,54.709090909090904,10,0,95.0,0.0,16.5,189.0,40.5,Joven,Medio,Muy Bueno,Alto,Bueno,88.5,Bajo,False
44,Bogotá,2,Técnico,Casado,2,Formal,5.5,3392000,2544000,0,805,0,88300000,7500000,88000000,30,14,12320000.000000002,75680000.0,86.0,15,9.29,780700,23.02,848000,67300,23.02,1.166754756871036,9.606763161265532,0.9206367924528301,75.0,40,0,80.0,0.0,6.784,242.0,81.7,Adulto,Bajo,Muy Bueno,Alto,Bueno,71.25,Bajo,False
36,Medellín,2,Profesional,Divorciado,1,Formal,8.0,3175000,2381000,0,850,0,37900000,15230000,82000000,38,15,12300000.0,69700000.0,85.0,17,9.29,680800,21.44,794000,113200,21.44,0.5437589670014347,22.370740305522915,0.8574307304785894,74.99212598425197,40,0,105.0,0.0,9.524999999999999,288.0,42.5,Adulto Joven,Bajo,Muy Bueno,Alto,Bueno,80.0,Bajo,False
40,Cúcuta,3,Profesional,Casado,2,Formal,11.0,6157000,4232000,0,850,0,179500000,36390000,92000000,26,17,15640000.000000002,76360000.0,83.0,15,9.05,776800,12.62,1925000,1148200,12.62,2.350707176532216,46.84603501544799,0.4035324675324675,68.73477342861783,40,0,125.0,0.0,18.471,440.0,41.5,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,93.0,Bajo,False
28,Bogotá,3,Técnico,Unión Libre,1,Formal,10.0,4430000,2889000,0,848,0,44400000,14880000,162000000,2,10,16200000.0,145800000.0,90.0,23,9.71,1322800,29.86,1541000,218200,29.86,0.3045267489711934,11.248866041729665,0.8584036340038935,65.21444695259594,10,0,125.0,0.0,8.86,280.0,46.8,Joven,Medio-Bajo,Muy Bueno,Alto,Aceptable,80.0,Bajo,False
39,Bogotá,2,Técnico,Casado,3,Informal,4.5,3029000,1936500,0,783,0,40200000,12460000,112000000,19,10,11200000.0,100800000.0,90.0,20,11.03,1042500,34.42,1092500,50000,34.42,0.39880952380952384,11.952038369304557,1.3771466314398944,63.931990756025094,40,0,45.0,0.0,6.058,175.5,105.3,Adulto Joven,Bajo,Bueno,Alto,Límite,43.6,Alto,False
33,Barranquilla,2,Técnico,Soltero,0,Informal,1.5,1712000,1178000,0,783,0,23100000,8570000,59000000,20,12,7080000.0,51920000.0,88.0,21,10.75,520100,30.38,534000,13900,30.38,0.4449152542372881,16.477600461449722,0.9739700374531836,68.80841121495327,40,0,15.0,0.0,3.424,49.5,102.96,Adulto Joven,Muy Bajo,Bueno,Alto,Límite,49.2,Medio,False
30,Bogotá,2,Técnico,Soltero,0,Formal,12.0,3550000,2383000,0,846,0,27200000,21770000,123000000,18,12,14760000.0,108240000.0,88.0,22,9.41,972500,27.39,1167000,194500,27.39,0.25129342202512933,22.38560411311054,0.8333333333333334,67.12676056338029,40,0,125.0,0.0,7.1,360.0,47.52,Joven,Medio-Bajo,Muy Bueno,Alto,Aceptable,78.0,Bajo,False
45,Montería,2,Bachiller,Soltero,0,Informal,1.5,1434000,914800,1,690,1,70900000,2040000,49000000,33,15,7350000.0,41650000.0,85.0,18,11.92,469200,32.72,519200,50000,32.72,1.702280912364946,4.3478260869565215,1.1938931297709923,63.793584379358435,40,0,15.0,86.46647167633873,1.434,67.5,178.5,Adulto,Muy Bajo,Regular,Alto,Límite,31.2,Alto,False
22,Cali,6,Profesional,Soltero,0,Formal,1.5,8453000,4434000,0,803,1,264900000,100680000,318000000,0,23,73140000.0,244860000.0,77.0,21,8.57,2097800,24.82,4019000,1921200,24.82,1.0818426856162706,47.99313566593574,0.5219706394625528,52.45474979297291,-30,0,40.0,0.0,25.358999999999998,33.0,74.69,Joven,Medio-Alto,Muy Bueno,Medio,Bueno,84.25,Bajo,False
43,Medellín,3,Profesional,Soltero,2,Formal,19.0,4792000,3381000,0,850,2,421300000,37100000,106000000,6,19,20140000.0,85860000.0,81.0,13,8.88,929700,19.4,1411000,481300,19.4,4.906825064057768,39.9053458104765,0.6588944011339476,70.5550918196995,40,0,125.0,0.0,14.376,817.0,40.5,Adulto,Medio-Bajo,Muy Bueno,Alto,Excelente,88.0,Bajo,False
44,Medellín,2,Bachiller,Soltero,0,Formal,12.0,2518000,1834000,0,809,0,54000000,10560000,71000000,17,15,10650000.0,60350000.0,85.0,17,9.23,587200,23.32,684000,96800,23.32,0.8947804473902237,17.983651226158038,0.8584795321637427,72.83558379666401,40,0,125.0,0.0,2.518,528.0,77.35,Adulto,Bajo,Muy Bueno,Alto,Bueno,78.0,Bajo,False
29,Cali,2,Profesional,Unión Libre,3,Formal,6.5,3471000,2603000,0,835,0,22700000,8530000,81000000,44,10,8100000.0,72900000.0,90.0,22,9.91,679500,19.58,868000,188500,19.58,0.3113854595336077,12.553348050036792,0.7828341013824884,74.99279746470758,10,0,90.0,0.0,10.413,188.5,58.5,Joven,Bajo,Muy Bueno,Alto,Excelente,74.75,Bajo,False
29,Bogotá,3,Bachiller,Unión Libre,0,Independiente,6.5,2123000,1298000,0,850,0,27200000,13560000,66000000,0,16,10560000.0,55440000.0,84.0,21,9.21,498000,23.46,825000,327000,23.46,0.4906204906204906,27.228915662650603,0.6036363636363636,61.13989637305699,10,0,75.0,0.0,2.123,188.5,42.0,Joven,Bajo,Muy Bueno,Alto,Bueno,80.8,Bajo,False
35,Ibagué,3,Técnico,Casado,2,Informal,4.5,2169000,1627000,0,791,1,88900000,3960000,56000000,0,18,10080000.0,45920000.0,82.0,22,10.42,444000,20.47,542000,98000,20.47,1.9359756097560976,8.91891891891892,0.8191881918819188,75.01152604887045,40,0,45.0,0.0,4.338,157.5,89.38,Adulto Joven,Bajo,Bueno,Alto,Bueno,61.6,Medio,False
40,Cali,4,Profesional,Unión Libre,2,Informal,5.0,3294000,2297000,0,802,2,266900000,10590000,96000000,9,16,15360000.0,80640000.0,84.0,12,9.64,947000,28.75,997000,50000,28.75,3.3097718253968256,11.182682154171067,1.1492718446601942,69.73284760170006,40,0,50.0,0.0,9.882,200.0,82.32,Adulto Joven,Bajo,Muy Bueno,Alto,Aceptable,57.0,Medio,False
36,Bogotá,2,Bachiller,Casado,4,Informal,4.5,1942000,1212300,1,700,0,23600000,1150000,72000000,31,10,7200000.0,59303298.77474081,82.36569274269556,18,12.21,679700,35.0,729700,50000,35.0,0.39795425360135284,1.6919229071649258,1.398559670781893,62.42533470648816,40,0,45.0,86.46647167633873,1.942,162.0,164.73138548539112,Adulto Joven,Muy Bajo,Regular,Alto,Límite,38.6,Alto,False
42,Cali,2,Profesional,Casado,3,Formal,17.5,3997000,2998000,0,835,0,89200000,16320000,78000000,22,15,11700000.0,66300000.0,85.0,18,9.43,638800,15.98,999000,360200,15.98,1.345399698340875,25.547902316844084,0.6394394394394395,75.00625469101826,40,0,125.0,0.0,11.991,735.0,55.25,Adulto,Medio-Bajo,Muy Bueno,Alto,Excelente,88.0,Bajo,False
55,Bogotá,3,Posgrado,Casado,0,Formal,30.0,5615000,3423000,0,850,1,594000000,59110000,130000000,12,23,29900000.0,100100000.0,77.0,11,8.6,1175300,20.93,2192000,1016700,20.93,5.934065934065934,50.29354207436399,0.5361770072992701,60.96170970614425,40,0,125.0,0.0,22.46,1650.0,38.5,Adulto,Medio,Muy Bueno,Medio,Bueno,97.0,Bajo,False
32,Bogotá,3,Bachiller,Unión Libre,1,Informal,3.0,2203000,1652000,0,805,0,30200000,8240000,56000000,15,13,7280000.0,48720000.0,87.0,15,9.97,522700,23.73,551000,28300,23.73,0.6198686371100164,15.764300746125885,0.9486388384754991,74.98865183840218,40,0,30.0,0.0,2.203,96.0,82.65,Adulto Joven,Bajo,Muy Bueno,Alto,Bueno,65.4,Bajo,False
22,Cali,2,Bachiller,Divorciado,0,Informal,0.5,1530000,944500,2,608,0,2100000,3830000,56000000,32,10,5600000.0,48437185.92964824,86.49497487437186,26,12.78,535500,35.0,585500,50000,35.0,0.04335511982570806,7.152194211017741,1.0603960396039604,61.732026143790854,-30,0,5.0,98.16843611112658,1.53,11.0,252.56532663316582,Joven,Muy Bajo,Regular,Alto,Límite,23.4,Alto,False
46,Cali,3,Profesional,Divorciado,0,Informal,3.5,4014000,2307000,0,850,1,225700000,29330000,139000000,6,22,30580000.0,108420000.0,78.0,13,9.4,1206500,30.06,1707000,500500,30.06,2.0817192399926214,24.309987567343555,0.7067955477445811,57.473841554559044,40,0,35.0,0.0,12.042000000000002,161.0,39.0,Adulto,Medio-Bajo,Muy Bueno,Medio,Límite,74.8,Bajo,False
54,Cali,3,Técnico,Casado,1,Informal,5.0,3364000,2221300,0,795,0,125800000,4350000,93000000,6,14,13020000.000000002,79980000.0,86.0,10,10.8,1092700,32.48,1142700,50000,32.48,1.5728932233058264,3.9809645831426743,1.1661686232657418,66.03151010701545,40,0,50.0,0.0,6.728,270.0,90.3,Adulto,Bajo,Bueno,Alto,Límite,47.0,Medio,False
41,Bogotá,3,Bachiller,Casado,3,Independiente,7.0,3370000,2528000,0,820,1,200200000,3840000,93000000,22,17,15810000.000000002,77190000.0,83.0,14,9.3,823300,24.43,842000,18700,24.43,2.593600207280736,4.664156443580712,0.977790973871734,75.01483679525222,40,0,80.0,0.0,3.37,287.0,66.4,Adulto,Bajo,Muy Bueno,Alto,Bueno,71.4,Bajo,False
27,Cali,2,Bachiller,Soltero,2,Informal,2.5,1531000,952900,0,756,0,9600000,1190000,61000000,11,10,6100000.0,54900000.0,90.0,29,11.07,528100,34.49,578100,50000,34.49,0.17486338797814208,2.2533611058511647,1.3788511749347259,62.24036577400391,10,0,25.0,0.0,1.531,67.5,129.6,Joven,Muy Bajo,Bueno,Alto,Límite,42.0,Alto,False
36,Bogotá,2,Bachiller,Unión Libre,2,Independiente,5.5,2533000,1700400,0,779,0,33400000,12840000,91000000,33,11,10010000.0,80990000.0,89.0,21,10.23,782600,30.9,832600,50000,30.9,0.4123965921718731,16.406848964988498,1.2363349131121644,67.12988551125149,40,0,65.0,0.0,2.533,198.0,107.69,Adulto Joven,Bajo,Bueno,Alto,Límite,49.6,Medio,False
26,Cali,2,Profesional,Soltero,1,Informal,1.5,3287000,2342100,0,759,0,16300000,3470000,97000000,32,10,9700000.0,87300000.0,90.0,21,11.09,894900,27.23,944900,50000,27.23,0.18671248568155785,3.8775282154430664,1.0886861313868612,71.25342257377548,10,0,15.0,0.0,9.861,39.0,126.9,Joven,Bajo,Bueno,Alto,Aceptable,46.2,Medio,False
44,Cali,4,Bachiller,Soltero,0,Formal,26.0,3337000,2004000,0,850,0,91900000,23140000,121000000,30,18,21780000.0,99220000.0,82.0,14,8.97,1039000,31.14,1333000,294000,31.14,0.9262245515017133,22.271414821944177,0.7794448612153039,60.0539406652682,40,0,125.0,0.0,3.337,1144.0,41.0,Adulto,Bajo,Muy Bueno,Alto,Límite,78.0,Bajo,False
24,Barranquilla,1,Técnico,Soltero,0,Formal,1.5,2240000,1535000,0,771,0,5500000,11470000,55000000,1,13,7150000.0,47850000.0,87.0,26,10.16,436600,19.49,705000,268400,19.49,0.11494252873563218,26.271186440677965,0.619290780141844,68.52678571428571,-30,0,40.0,0.0,4.48,36.0,112.23,Joven,Bajo,Bueno,Alto,Excelente,70.25,Bajo,False
34,Manizales,2,Técnico,Unión Libre,2,Informal,1.0,1817000,1188900,1,700,0,22700000,2630000,55000000,42,10,5500000.0,49500000.0,90.0,17,12.25,578100,31.82,628100,50000,31.82,0.4585858585858586,4.549385919391109,1.2733480176211454,65.43203082003302,40,0,10.0,86.46647167633873,3.634,34.0,180.0,Adulto Joven,Muy Bajo,Regular,Alto,Límite,32.8,Alto,False
